ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente;Ano_de_Venda
7611;45839;Google Pixel 11 Pro;Celulares;3;612;1836;0,05;1744,2;Nordeste;Marketplace;Entregue;PB;263,16;789,48;954,72;0,547368421;66;Feminino;50+;38;4;Correios;Boleto;1;2025
7624;45975;Smart Tomada Wi-Fi Positivo;Eletrodomésticos & TV;2;2242;4484;0;4484;Sul;Online;Em trânsito;RS;1188,26;2376,52;2107,48;0,47;88;Masculino;50+;80;4;LogTech Express;Voucher;2;2025
7635;45759;Mouse Gamer Logitech G203;Acessórios;9;3929;35361;0,15;30056,85;Norte;Online;Entregue;AP;1689,47;15205,23;14851,62;0,494117647;32;Feminino;30-49;16;15;Correios;PIX;3;2025
7636;45961;Smart Lampada Wi-Fi Positivo Casa Inteligente;Eletrodomésticos & TV;4;4573;18292;0,1;16462,8;Nordeste;Loja Física;Entregue;PI;2469,42;9877,68;6585,12;0,4;67;Não Informado;50+;83;24;Correios;Boleto;2;2025
7644;45850;Notebook Lenovo ThinkPad E14;Computadores;3;2086;6258;0,1;5632,2;Norte;Online;Entregue;PA;1439,34;4318,02;1314,18;0,233333333;25;Não Informado;18-29;41;3;TransFrete;Cartão de Crédito;4;2025
7651;45989;Mini PC Beelink SER5;Computadores;4;1430;5720;0,1;5148;Sudeste;Loja Física;Em trânsito;SP;815,1;3260,4;1887,6;0,366666667;76;Feminino;50+;98;18;TransFrete;PIX;5;2025
7669;45819;Xiaomi POCO F6;Celulares;10;2857;28570;0,05;27141,5;Sudeste;Marketplace;Entregue;ES;1971,33;19713,3;7428,2;0,273684211;89;Masculino;50+;100;16;Correios;Cartão de Crédito;1;2025
7673;45763;Carregador de Pilhas Sony com 4 Pilhas;Eletrodomésticos & TV;1;3257;3257;0,05;3094,15;Centro-Oeste;Online;Cancelado;MT;1889,06;1889,06;1205,09;0,389473684;27;Feminino;18-29;131;0;Correios;Voucher;4;2025
7678;45713;Console Asus ROG Ally X;Eletrodomésticos & TV;7;2978;20846;0,05;19803,7;Sudeste;Loja Física;Cancelado;ES;1608,12;11256,84;8546,86;0,431578947;33;Masculino;30-49;168;0;TransFrete;PIX;2;2025
7685;45726;Processador AMD Ryzen 7 5700X;Computadores;5;3427;17135;0,1;15421,5;Sudeste;Marketplace;Entregue;RJ;1439,34;7196,7;8224,8;0,533333333;56;Não Informado;50+;152;13;LogTech Express;Voucher;3;2025
7690;45963;Fone Philips TAT1108 TWS;Acessórios;4;4745;18980;0,15;16133;Sul;Online;Entregue;RS;2419,95;9679,8;6453,2;0,4;43;Masculino;30-49;179;21;LogTech Express;PIX;3;2025
7692;45956;Samsung Galaxy A35;Celulares;1;3485;3485;0,15;2962,25;Nordeste;Online;Em trânsito;CE;2091;2091;871,25;0,294117647;50;Não Informado;50+;130;25;TransFrete;PIX;1;2025
7693;45718;Xiaomi POCO X7 Pro;Celulares;1;4349;4349;0;4349;Sul;Marketplace;Entregue;SC;2696,38;2696,38;1652,62;0,38;84;Não Informado;50+;88;16;Correios;Boleto;2;2025
7697;45902;Apple TV 4K 64GB;Eletrodomésticos & TV;2;1204;2408;0,1;2167,2;Nordeste;Online;Cancelado;PB;662,2;1324,4;842,8;0,388888889;54;Não Informado;50+;104;0;LogTech Express;Cartão de Crédito;3;2025
7711;45704;Console Lenovo Legion Go;Eletrodomésticos & TV;3;3694;11082;0,1;9973,8;Nordeste;Marketplace;Entregue;CE;1551,48;4654,44;5319,36;0,533333333;89;Masculino;50+;17;17;TransFrete;Boleto;5;2025
7736;45993;Mini PC Beelink SER5;Computadores;8;523;4184;0,15;3556,4;Norte;Marketplace;Entregue;RO;271,96;2175,68;1380,72;0,388235294;56;Masculino;50+;171;7;TransFrete;PIX;1;2025
7738;46009;Amazon Fire TV Stick Lite;Eletrodomésticos & TV;3;1165;3495;0,05;3320,25;Norte;Marketplace;Cancelado;AM;512,6;1537,8;1782,45;0,536842105;21;Não Informado;18-29;180;0;Correios;Boleto;5;2025
7739;45752;Notebook ASUS Zenbook 14 OLED;Computadores;1;2798;2798;0;2798;Norte;Online;Cancelado;RR;1566,88;1566,88;1231,12;0,44;56;Masculino;50+;26;0;TransFrete;Cartão de Crédito;4;2025
7750;45989;Motorola Moto G54;Celulares;9;4555;40995;0,05;38945,25;Norte;Loja Física;Cancelado;RR;2459,7;22137,3;16807,95;0,431578947;32;Masculino;30-49;116;0;LogTech Express;Cartão de Crédito;5;2025
7757;45885;iPhone 15 Pro Max;Celulares;10;1000;10000;0;10000;Nordeste;Online;Entregue;PB;590;5900;4100;0,41;48;Feminino;30-49;159;9;TransFrete;PIX;1;2025
7805;45681;Teclado e Mouse Sem Fio Dell KM3322W;Acessórios;4;2355;9420;0,05;8949;Norte;Online;Em trânsito;TO;1365,9;5463,6;3485,4;0,389473684;83;Feminino;50+;179;12;LogTech Express;Cartão de Crédito;1;2025
7808;45784;Oppo Reno 12 Pro;Celulares;2;221;442;0;442;Nordeste;Marketplace;Entregue;PI;119,34;238,68;203,32;0,46;69;Masculino;50+;45;15;Correios;Voucher;4;2025
7816;45855;Console Nintendo Switch OLED;Eletrodomésticos & TV;1;120;120;0;120;Centro-Oeste;Marketplace;Entregue;MS;76,8;76,8;43,2;0,36;39;Masculino;30-49;138;7;Correios;Cartão de Crédito;1;2025
7820;45771;Fone Edifier W820NB Plus;Acessórios;2;3094;6188;0;6188;Sul;Online;Entregue;PR;1732,64;3465,28;2722,72;0,44;48;Masculino;30-49;27;13;LogTech Express;Voucher;1;2025
7828;45816;Xiaomi POCO F6;Celulares;2;3413;6826;0,15;5802,1;Nordeste;Online;Cancelado;AL;1911,28;3822,56;1979,54;0,341176471;69;Feminino;50+;30;0;LogTech Express;PIX;3;2025
7830;45858;Camera de Seguranca TP-Link Tapo C200;Eletrodomésticos & TV;3;350;1050;0;1050;Sul;Online;Entregue;RS;189;567;483;0,46;72;Não Informado;50+;50;24;LogTech Express;PIX;4;2025
7833;45881;Carregador Portatil Baseus Power Bank 30000mAh;Acessórios;1;4496;4496;0,15;3821,6;Nordeste;Marketplace;Em trânsito;SE;1798,4;1798,4;2023,2;0,529411765;72;Feminino;50+;112;6;TransFrete;Voucher;4;2025
7835;45984;Google Pixel 11 Pro;Celulares;4;3146;12584;0,05;11954,8;Sudeste;Loja Física;Entregue;MG;1321,32;5285,28;6669,52;0,557894737;84;Feminino;50+;54;12;LogTech Express;Voucher;1;2025
7841;45721;Tablet Vaio TL10;Computadores;3;1891;5673;0;5673;Nordeste;Online;Cancelado;PI;1172,42;3517,26;2155,74;0,38;83;Masculino;50+;162;0;TransFrete;Boleto;5;2025
7855;45830;Caixa de Som JBL Flip 6;Eletrodomésticos & TV;10;128;1280;0;1280;Centro-Oeste;Loja Física;Em trânsito;GO;53,76;537,6;742,4;0,58;18;Não Informado;18-29;123;25;Correios;PIX;3;2025
7866;45979;Amazon Fire TV Stick 4K;Eletrodomésticos & TV;3;3560;10680;0,15;9078;Sudeste;Loja Física;Em trânsito;SP;1815,6;5446,8;3631,2;0,4;94;Não Informado;50+;172;12;LogTech Express;PIX;1;2025
7898;46011;Home Theater JBL Bar 500;Eletrodomésticos & TV;2;1557;3114;0,05;2958,3;Norte;Loja Física;Em trânsito;AC;949,77;1899,54;1058,76;0,357894737;79;Não Informado;50+;88;2;LogTech Express;Cartão de Crédito;5;2025
7924;45946;Google Pixel 11 Pro;Celulares;6;2614;15684;0,05;14899,8;Norte;Loja Física;Entregue;AM;1385,42;8312,52;6587,28;0,442105263;40;Não Informado;30-49;145;25;Correios;Voucher;2;2025
7934;45729;POCO M5 Pro;Celulares;1;2002;2002;0,15;1701,7;Sul;Marketplace;Entregue;RS;1221,22;1221,22;480,48;0,282352941;93;Masculino;50+;131;15;TransFrete;Voucher;2;2025
7940;45989;Monitor Samsung T350 24;Computadores;8;61;488;0;488;Norte;Loja Física;Entregue;AM;27,45;219,6;268,4;0,55;72;Não Informado;50+;110;20;Correios;Cartão de Crédito;4;2025
7956;45879;Google Chromecast com Google TV 4K;Eletrodomésticos & TV;9;58;522;0,1;469,8;Nordeste;Marketplace;Em trânsito;AL;30,16;271,44;198,36;0,422222222;65;Feminino;50+;98;22;Correios;Boleto;2;2025
7959;45870;Mouse Gamer Razer DeathAdder Essential;Acessórios;3;1214;3642;0;3642;Norte;Marketplace;Cancelado;AM;776,96;2330,88;1311,12;0,36;52;Masculino;50+;136;0;LogTech Express;Boleto;1;2025
7963;45731;Teclado e Mouse Sem Fio Dell KM3322W;Acessórios;3;928;2784;0;2784;Nordeste;Marketplace;Cancelado;PB;445,44;1336,32;1447,68;0,52;90;Masculino;50+;141;0;Correios;PIX;1;2025
7974;45932;Monitor Gamer AOC Hero 27;Computadores;8;3153;25224;0,15;21440,4;Sudeste;Loja Física;Cancelado;SP;1418,85;11350,8;10089,6;0,470588235;25;Feminino;18-29;150;0;TransFrete;Cartão de Crédito;5;2025
7978;45752;Controle PS5 DualSense;Eletrodomésticos & TV;1;749;749;0,1;674,1;Nordeste;Marketplace;Entregue;AL;389,48;389,48;284,62;0,422222222;38;Masculino;30-49;64;9;Correios;Voucher;3;2025
7982;45690;Headset Gamer Razer BlackShark V2 X;Acessórios;9;4460;40140;0;40140;Nordeste;Online;Entregue;SE;2943,6;26492,4;13647,6;0,34;46;Masculino;30-49;158;19;LogTech Express;PIX;4;2025
7988;45728;Xiaomi Pad 5;Celulares;7;3930;27510;0;27510;Norte;Online;Em trânsito;AM;2751;19257;8253;0,3;69;Não Informado;50+;170;15;LogTech Express;PIX;5;2025
8004;46021;Xiaomi Redmi A3;Celulares;5;4364;21820;0,05;20729;Nordeste;Online;Cancelado;PE;2443,84;12219,2;8509,8;0,410526316;54;Feminino;50+;17;0;TransFrete;PIX;3;2025
8011;46019;Monitor Samsung T350 24;Computadores;8;2210;17680;0;17680;Norte;Loja Física;Em trânsito;RO;1458,6;11668,8;6011,2;0,34;89;Não Informado;50+;118;19;LogTech Express;Cartão de Crédito;2;2025
8027;45965;Fechadura Eletronica de Embutir Papaiz;Eletrodomésticos & TV;9;625;5625;0,15;4781,25;Nordeste;Loja Física;Entregue;RN;393,75;3543,75;1237,5;0,258823529;63;Masculino;50+;151;2;Correios;Boleto;2;2025
8031;45894;Fone Philips TAT1108 TWS;Acessórios;4;2077;8308;0;8308;Sul;Online;Entregue;RS;1017,73;4070,92;4237,08;0,51;64;Não Informado;50+;100;13;LogTech Express;PIX;3;2025
8034;45851;Robo Aspirador de Po Xiaomi Robot Vacuum E10;Eletrodomésticos & TV;1;4632;4632;0;4632;Centro-Oeste;Loja Física;Entregue;GO;2640,24;2640,24;1991,76;0,43;78;Feminino;50+;62;19;Correios;Boleto;1;2025
8038;45722;Nothing Phone (2a);Celulares;2;4262;8524;0,05;8097,8;Sudeste;Online;Em trânsito;ES;2642,44;5284,88;2812,92;0,347368421;71;Feminino;50+;95;25;Correios;Boleto;1;2025
8049;45928;Placa de Video RX 7600 XT;Computadores;7;563;3941;0,1;3546,9;Nordeste;Loja Física;Entregue;PE;371,58;2601,06;945,84;0,266666667;25;Não Informado;18-29;111;18;LogTech Express;Boleto;4;2025
8052;45934;Infinix Hot 40i;Celulares;7;3385;23695;0,05;22510,25;Nordeste;Loja Física;Cancelado;PB;1624,8;11373,6;11136,65;0,494736842;60;Feminino;50+;78;0;Correios;Cartão de Crédito;3;2025
8057;45929;Echodot 5ª Geracao com Alexa;Eletrodomésticos & TV;6;457;2742;0;2742;Nordeste;Loja Física;Entregue;RN;278,77;1672,62;1069,38;0,39;78;Feminino;50+;111;7;TransFrete;Voucher;1;2025
8061;45933;Monitor Dell 27 4K;Computadores;7;1580;11060;0,05;10507;Sudeste;Loja Física;Entregue;RJ;647,8;4534,6;5972,4;0,568421053;42;Masculino;30-49;119;4;LogTech Express;Boleto;5;2025
8065;45746;Infinix Hot 40i;Celulares;3;1721;5163;0,05;4904,85;Centro-Oeste;Loja Física;Entregue;DF;894,92;2684,76;2220,09;0,452631579;85;Masculino;50+;27;5;TransFrete;Voucher;2;2025
8070;45995;Console Lenovo Legion Go;Eletrodomésticos & TV;5;1176;5880;0;5880;Centro-Oeste;Online;Em trânsito;MS;564,48;2822,4;3057,6;0,52;37;Não Informado;30-49;174;19;Correios;Voucher;2;2025
8078;45756;MacBook Air M3;Computadores;3;2997;8991;0,1;8091,9;Nordeste;Online;Entregue;PB;1468,53;4405,59;3686,31;0,455555556;44;Não Informado;30-49;91;4;LogTech Express;Boleto;5;2025
8083;45702;Samsung Galaxy Z Flip 5;Celulares;6;1684;10104;0;10104;Nordeste;Marketplace;Entregue;RN;892,52;5355,12;4748,88;0,47;42;Masculino;30-49;117;13;Correios;PIX;1;2025
8101;45778;POCO M6 Pro;Celulares;9;4829;43461;0,05;41287,95;Sudeste;Online;Em trânsito;RJ;3187,14;28684,26;12603,69;0,305263158;74;Não Informado;50+;110;25;LogTech Express;Boleto;5;2025
8113;45706;Xiaomi Redmi Note 12;Celulares;10;4338;43380;0,05;41211;Sudeste;Marketplace;Entregue;RJ;2169;21690;19521;0,473684211;33;Masculino;30-49;148;10;Correios;Voucher;3;2025
8125;45874;Roku Express HD;Eletrodomésticos & TV;1;1746;1746;0,05;1658,7;Nordeste;Online;Entregue;PI;942,84;942,84;715,86;0,431578947;69;Masculino;50+;146;9;Correios;Voucher;5;2025
8152;45678;Console Xbox Series X 1TB;Eletrodomésticos & TV;1;4600;4600;0,05;4370;Norte;Loja Física;Entregue;AM;2300;2300;2070;0,473684211;41;Feminino;30-49;56;14;TransFrete;Boleto;1;2025
8160;45734;Smartwatch Huawei Band 9;Eletrodomésticos & TV;5;1994;9970;0;9970;Sul;Online;Entregue;RS;977,06;4885,3;5084,7;0,51;80;Feminino;50+;91;4;LogTech Express;Voucher;3;2025
8166;45737;Mouse Gamer Logitech G203;Acessórios;3;4625;13875;0,15;11793,75;Norte;Marketplace;Em trânsito;TO;1942,5;5827,5;5966,25;0,505882353;77;Masculino;50+;51;25;LogTech Express;Cartão de Crédito;1;2025
8172;45744;Caixa de Som Portatil Anker Soundcore 2;Eletrodomésticos & TV;10;2910;29100;0;29100;Norte;Marketplace;Entregue;PA;1513,2;15132;13968;0,48;60;Masculino;50+;75;3;LogTech Express;PIX;4;2025
8189;45749;Notebook Lenovo ThinkPad E14;Computadores;2;3009;6018;0,15;5115,3;Sudeste;Online;Entregue;SP;1354,05;2708,1;2407,2;0,470588235;57;Masculino;50+;82;12;TransFrete;Boleto;5;2025
8194;45837;Notebook ASUS Vivobook 15;Computadores;5;3093;15465;0,1;13918,5;Nordeste;Online;Entregue;MA;2072,31;10361,55;3556,95;0,255555556;91;Feminino;50+;53;12;Correios;Voucher;3;2025
8201;45691;Samsung Galaxy Tab S10 FE+;Computadores;7;3451;24157;0,05;22949,15;Centro-Oeste;Marketplace;Em trânsito;GO;1449,42;10145,94;12803,21;0,557894737;83;Feminino;50+;23;6;TransFrete;Boleto;5;2025
8210;45789;Base Cooler para Notebook Multilaser;Acessórios;1;4797;4797;0,05;4557,15;Norte;Loja Física;Entregue;PA;1918,8;1918,8;2638,35;0,578947368;83;Feminino;50+;59;7;TransFrete;Voucher;3;2025
8215;45687;Samsung Galaxy S25 FE;Celulares;3;1651;4953;0;4953;Sudeste;Online;Cancelado;SP;891,54;2674,62;2278,38;0,46;37;Não Informado;30-49;163;0;TransFrete;Boleto;2;2025
8221;45710;Smartwatch Amazfit Bip 5;Eletrodomésticos & TV;3;2378;7134;0;7134;Nordeste;Online;Entregue;RN;1165,22;3495,66;3638,34;0,51;58;Masculino;50+;161;20;TransFrete;Boleto;5;2025
8226;45960;Smart Lampada Wi-Fi Positivo Casa Inteligente;Eletrodomésticos & TV;1;541;541;0,15;459,85;Nordeste;Online;Cancelado;PE;367,88;367,88;91,97;0,2;54;Masculino;50+;46;0;Correios;Boleto;4;2025
8245;45762;Samsung Galaxy A56 5G;Celulares;3;3653;10959;0,15;9315,15;Sul;Marketplace;Cancelado;PR;2155,27;6465,81;2849,34;0,305882353;27;Não Informado;18-29;157;0;LogTech Express;Boleto;3;2025
8249;45953;Xiaomi Pad 5;Celulares;9;3656;32904;0,05;31258,8;Nordeste;Online;Em trânsito;AL;1937,68;17439,12;13819,68;0,442105263;87;Masculino;50+;114;13;Correios;PIX;5;2025
8272;45871;Samsung Galaxy S23 FE;Celulares;1;4981;4981;0;4981;Norte;Online;Cancelado;AM;1992,4;1992,4;2988,6;0,6;75;Feminino;50+;104;0;Correios;PIX;2;2025
8280;45969;Motorola Moto G85;Celulares;1;960;960;0,1;864;Sul;Marketplace;Entregue;PR;412,8;412,8;451,2;0,522222222;69;Masculino;50+;172;10;TransFrete;Voucher;2;2025
8283;45983;OnePlus 12;Celulares;3;4389;13167;0,1;11850,3;Nordeste;Online;Entregue;RN;2150,61;6451,83;5398,47;0,455555556;53;Masculino;50+;170;24;Correios;PIX;4;2025
8290;46022;MacBook Air M3;Computadores;7;995;6965;0,1;6268,5;Nordeste;Loja Física;Cancelado;PE;587,05;4109,35;2159,15;0,344444444;93;Não Informado;50+;178;0;LogTech Express;PIX;5;2025
8297;45828;Soundbar LG S40Q;Eletrodomésticos & TV;2;4479;8958;0;8958;Nordeste;Online;Em trânsito;PB;2373,87;4747,74;4210,26;0,47;74;Feminino;50+;94;22;TransFrete;PIX;5;2025
8324;45820;Hub USB-C 7 em 1 Baseus;Acessórios;7;1212;8484;0;8484;Centro-Oeste;Loja Física;Entregue;GO;557,52;3902,64;4581,36;0,54;37;Não Informado;30-49;108;10;TransFrete;Boleto;1;2025
8332;45840;Placa de Video RTX 4060 Ti;Computadores;8;1224;9792;0,1;8812,8;Sul;Marketplace;Em trânsito;PR;501,84;4014,72;4798,08;0,544444444;66;Feminino;50+;162;25;TransFrete;Cartão de Crédito;2;2025
8334;45659;Repetidor de Sinal Wi-Fi Xiaomi Pro;Eletrodomésticos & TV;4;699;2796;0,15;2376,6;Nordeste;Marketplace;Cancelado;PB;321,54;1286,16;1090,44;0,458823529;23;Masculino;18-29;116;0;LogTech Express;Voucher;3;2025
8343;45774;Fritadeira Air Fryer Philips Walita Essential;Eletrodomésticos & TV;1;3545;3545;0,15;3013,25;Sul;Online;Entregue;RS;1772,5;1772,5;1240,75;0,411764706;55;Masculino;50+;15;12;Correios;Cartão de Crédito;3;2025
8349;45793;Panela de Pressao Eletrica Mondial 5L;Eletrodomésticos & TV;1;2688;2688;0;2688;Sul;Online;Cancelado;RS;1881,6;1881,6;806,4;0,3;23;Não Informado;18-29;108;0;Correios;Cartão de Crédito;2;2025
8355;45783;Headphone Anker Soundcore Q30;Acessórios;7;2360;16520;0,15;14042;Norte;Marketplace;Entregue;AP;1392,4;9746,8;4295,2;0,305882353;82;Masculino;50+;57;3;TransFrete;Cartão de Crédito;2;2025
8357;45948;Mini Projetor Portatil Magcubic HY300;Eletrodomésticos & TV;9;1056;9504;0,05;9028,8;Norte;Online;Em trânsito;TO;506,88;4561,92;4466,88;0,494736842;89;Feminino;50+;88;11;Correios;Cartão de Crédito;4;2025
8369;45684;Fone Baseus Bowie Bowie WM02;Acessórios;10;2731;27310;0;27310;Centro-Oeste;Online;Entregue;MS;1857,08;18570,8;8739,2;0,32;42;Não Informado;30-49;152;18;Correios;PIX;4;2025
8404;45952;Carregador Portatil Anker PowerCore 10000mAh;Acessórios;8;4202;33616;0,15;28573,6;Sul;Online;Cancelado;PR;2563,22;20505,76;8067,84;0,282352941;18;Não Informado;18-29;154;0;LogTech Express;Boleto;5;2025
8421;45697;Teclado e Mouse Sem Fio Dell KM3322W;Acessórios;3;4568;13704;0,05;13018,8;Centro-Oeste;Loja Física;Entregue;MS;2512,4;7537,2;5481,6;0,421052632;39;Não Informado;30-49;117;11;TransFrete;Cartão de Crédito;2;2025
8432;45887;Samsung Galaxy Tab S10 FE+;Computadores;9;605;5445;0;5445;Norte;Loja Física;Cancelado;AC;369,05;3321,45;2123,55;0,39;89;Não Informado;50+;75;0;LogTech Express;Boleto;4;2025
8438;45671;Amazon Kindle Paperwhite 16GB;Computadores;1;847;847;0,1;762,3;Norte;Marketplace;Cancelado;RO;440,44;440,44;321,86;0,422222222;86;Feminino;50+;92;0;Correios;Boleto;3;2025
8450;45825;Console Xbox Series X 1TB;Eletrodomésticos & TV;2;1172;2344;0,05;2226,8;Nordeste;Marketplace;Cancelado;AL;820,4;1640,8;586;0,263157895;24;Feminino;18-29;45;0;Correios;PIX;4;2025
8461;45810;Fritadeira Air Fryer Mondial Family 4L;Eletrodomésticos & TV;4;1645;6580;0,1;5922;Nordeste;Loja Física;Em trânsito;AL;871,85;3487,4;2434,6;0,411111111;41;Masculino;30-49;152;13;LogTech Express;Boleto;5;2025
8484;45929;Notebook ASUS Zenbook 14 OLED;Computadores;4;2497;9988;0,15;8489,8;Nordeste;Loja Física;Entregue;MA;1373,35;5493,4;2996,4;0,352941176;72;Não Informado;50+;27;20;LogTech Express;Boleto;3;2025
8486;45794;Fone Ambie Sound Earcuffs;Acessórios;3;299;897;0;897;Sudeste;Online;Entregue;MG;122,59;367,77;529,23;0,59;23;Masculino;18-29;20;23;TransFrete;Boleto;4;2025
8494;45668;Robo Aspirador de Po Xiaomi Robot Vacuum E10;Eletrodomésticos & TV;5;2646;13230;0,1;11907;Centro-Oeste;Marketplace;Cancelado;MT;1058,4;5292;6615;0,555555556;20;Não Informado;18-29;152;0;TransFrete;Voucher;2;2025
8496;45825;Nothing Phone (2a);Celulares;6;2267;13602;0;13602;Sul;Marketplace;Entregue;SC;1428,21;8569,26;5032,74;0,37;42;Feminino;30-49;44;3;TransFrete;Cartão de Crédito;1;2025
8531;45684;Smartwatch Amazfit Bip 5;Eletrodomésticos & TV;4;3789;15156;0,15;12882,6;Nordeste;Loja Física;Cancelado;CE;1553,49;6213,96;6668,64;0,517647059;52;Feminino;50+;61;0;TransFrete;Voucher;4;2025
8540;45803;Samsung Galaxy Tab A9+;Computadores;1;1772;1772;0,05;1683,4;Nordeste;Online;Entregue;RN;921,44;921,44;761,96;0,452631579;82;Feminino;50+;144;23;TransFrete;Cartão de Crédito;5;2025
8557;45945;Motorola Moto G85;Celulares;2;3068;6136;0,1;5522,4;Sul;Marketplace;Entregue;PR;1871,48;3742,96;1779,44;0,322222222;22;Masculino;18-29;42;19;TransFrete;Boleto;1;2025
8558;45773;Smart Lampada Wi-Fi Positivo Casa Inteligente;Eletrodomésticos & TV;1;3814;3814;0,15;3241,9;Norte;Marketplace;Em trânsito;RO;2555,38;2555,38;686,52;0,211764706;47;Feminino;30-49;73;18;LogTech Express;Cartão de Crédito;5;2025
8560;45658;Smart TV Samsung Neo QLED 65;Eletrodomésticos & TV;5;883;4415;0,1;3973,5;Centro-Oeste;Online;Entregue;GO;503,31;2516,55;1456,95;0,366666667;37;Feminino;30-49;145;9;LogTech Express;Cartão de Crédito;1;2025
8571;45817;Fechadura Digital Yale YRD 256;Eletrodomésticos & TV;2;894;1788;0,1;1609,2;Nordeste;Loja Física;Entregue;PE;411,24;822,48;786,72;0,488888889;28;Não Informado;18-29;25;23;Correios;PIX;1;2025
8593;45661;Motorola Edge 50 Ultra;Celulares;7;1651;11557;0,1;10401,3;Sul;Marketplace;Cancelado;RS;1073,15;7512,05;2889,25;0,277777778;85;Feminino;50+;106;0;TransFrete;Cartão de Crédito;5;2025
8601;45755;Echodot 5ª Geracao com Alexa;Eletrodomésticos & TV;10;2428;24280;0,15;20638;Nordeste;Online;Cancelado;PE;1214;12140;8498;0,411764706;27;Masculino;18-29;89;0;LogTech Express;Voucher;3;2025
8606;45807;Infinix Hot 40i;Celulares;1;1490;1490;0,1;1341;Nordeste;Loja Física;Entregue;BA;655,6;655,6;685,4;0,511111111;30;Não Informado;30-49;28;16;LogTech Express;Voucher;5;2025
8608;45681;Realme C67;Celulares;10;4517;45170;0,1;40653;Norte;Marketplace;Cancelado;AC;2574,69;25746,9;14906,1;0,366666667;62;Masculino;50+;104;0;TransFrete;Boleto;4;2025
8622;45941;OnePlus 12;Celulares;3;3788;11364;0,15;9659,4;Nordeste;Marketplace;Cancelado;BA;2083,4;6250,2;3409,2;0,352941176;62;Não Informado;50+;54;0;LogTech Express;Voucher;3;2025
8623;45707;Base Cooler para Notebook Multilaser;Acessórios;4;2017;8068;0,15;6857,8;Norte;Loja Física;Entregue;AM;867,31;3469,24;3388,56;0,494117647;44;Não Informado;30-49;97;13;LogTech Express;Boleto;3;2025
8624;45993;Robo Aspirador de Po Liectroux XR500;Eletrodomésticos & TV;5;4006;20030;0,15;17025,5;Norte;Loja Física;Em trânsito;AC;1682,52;8412,6;8612,9;0,505882353;21;Feminino;18-29;42;21;LogTech Express;Voucher;2;2025
8625;45878;Smartwatch Samsung Galaxy Watch 7;Eletrodomésticos & TV;7;3243;22701;0,1;20430,9;Nordeste;Loja Física;Cancelado;AL;1978,23;13847,61;6583,29;0,322222222;79;Feminino;50+;131;0;TransFrete;Cartão de Crédito;5;2025
8643;45779;Samsung Galaxy M35;Celulares;7;1724;12068;0,15;10257,8;Norte;Marketplace;Entregue;AC;896,48;6275,36;3982,44;0,388235294;90;Feminino;50+;30;14;Correios;Cartão de Crédito;5;2025
8644;45938;Amazon Kindle Paperwhite 16GB;Computadores;5;612;3060;0;3060;Nordeste;Online;Entregue;PI;397,8;1989;1071;0,35;93;Feminino;50+;43;24;LogTech Express;Boleto;5;2025
8656;45935;SSD Kingston NV2 1TB;Computadores;5;3731;18655;0;18655;Nordeste;Marketplace;Entregue;PB;2014,74;10073,7;8581,3;0,46;29;Não Informado;18-29;86;14;LogTech Express;Cartão de Crédito;2;2025
8661;45788;Pilha Alcalina Panasonic AA Lote com 16;Eletrodomésticos & TV;3;3294;9882;0,1;8893,8;Sudeste;Online;Cancelado;ES;2075,22;6225,66;2668,14;0,3;78;Feminino;50+;155;0;TransFrete;Boleto;4;2025
8667;45682;iPhone 15 Pro;Celulares;3;4854;14562;0,15;12377,7;Norte;Marketplace;Entregue;AC;3300,72;9902,16;2475,54;0,2;44;Feminino;30-49;117;4;TransFrete;Cartão de Crédito;2;2025
8669;45865;Headphone Sony WH-1000XM5;Acessórios;4;3614;14456;0,15;12287,6;Centro-Oeste;Marketplace;Em trânsito;DF;2168,4;8673,6;3614;0,294117647;23;Masculino;18-29;121;4;Correios;Cartão de Crédito;4;2025
8673;45870;Micro-ondas Electrolux 31L MEO44;Eletrodomésticos & TV;4;3927;15708;0,15;13351,8;Centro-Oeste;Online;Cancelado;GO;2631,09;10524,36;2827,44;0,211764706;89;Feminino;50+;36;0;Correios;Voucher;5;2025
8675;46006;SSD Kingston NV2 1TB;Computadores;4;568;2272;0,1;2044,8;Norte;Marketplace;Cancelado;AC;227,2;908,8;1136;0,555555556;95;Feminino;50+;103;0;Correios;Cartão de Crédito;2;2025
8686;45776;Notebook HP 256 G9;Computadores;8;1257;10056;0;10056;Sudeste;Online;Entregue;SP;791,91;6335,28;3720,72;0,37;67;Não Informado;50+;151;15;LogTech Express;Boleto;4;2025
8704;45823;Smart TV LG OLED 55 B4;Eletrodomésticos & TV;5;3311;16555;0,15;14071,75;Norte;Loja Física;Cancelado;TO;1953,49;9767,45;4304,3;0,305882353;66;Feminino;50+;125;0;LogTech Express;Boleto;5;2025
